Mês / Ano de Referência;Entidade;UC/CNPJ;Total Repassado
nov/19;EMBRATUR;35.842.428/0001-66;0
nov/19;DPC;852001 / 00001;11.058.857,00
nov/19;ANAC;122002 / 00001;17.415.118,00
nov/19;SENAR;37.138.245/0001-90;95.372.385,00
nov/19;SEST;73.471.989/0001-95;45.932.812,00
nov/19;SENAT;73.471.963/0001-47;30.324.457,00
nov/19;SESCOOP;03.087.543/0001-86;33.052.044,00
nov/19;SDR;420013 / 00001;4.686.957,00
nov/19;APEX-BR;05.507.500/0001-38;40.378.043,00
nov/19;ABDI;07.200.966/0001-11;6.592.653,00
dez/19;FNDE;153173 / 15253;1.691.928.811,00
dez/19;INCRA;373001 / 37201;141.785.505,00
dez/19;SENAI;33.564.543/0001-90;115.047.003,00
dez/19;SESI;33.641.358/0001-52;165.807.948,00
dez/19;SENAC;33.469.172/0001-68;238.512.035,00
dez/19;SESC;33.469.164/0001-11;426.538.658,00
dez/19;SEBRAE;00.330.854/0001-45;275.259.457,00
dez/19;EMBRATUR;35.842.428/0001-66;0
dez/19;DPC;852001 / 00001;11.039.407,00
dez/19;ANAC;122002 / 00001;17.221.585,00
dez/19;SENAR;37.138.245/0001-90;102.125.180,00
dez/19;SEST;73.471.989/0001-95;48.049.307,00
dez/19;SENAT;73.471.963/0001-47;31.826.156,00
dez/19;SESCOOP;03.087.543/0001-86;31.579.548,00
dez/19;SDR;420013 / 00001;4.579.934,00
dez/19;APEX-BR;05.507.500/0001-38;40.119.784,00
dez/19;ABDI;07.200.966/0001-11;6.550.479,00
jan/20;FNDE;153173 / 15253;3.023.694.517,00
jan/20;INCRA;373001 / 37201;252.964.059,00
jan/20;SENAI;33.564.543/0001-90;199.324.355,00
jan/20;SESI;33.641.358/0001-52;286.979.350,00
jan/20;SENAC;33.469.172/0001-68;424.055.478,00
jan/20;SESC;33.469.164/0001-11;758.236.867,00
jan/20;SEBRAE;00.330.854/0001-45;401.047.445,00
jan/20;EMBRATUR;35.842.428/0001-66;90.202.735,00
jan/20;DPC;852001 / 00001;20.407.250,00
jan/20;ANAC;122002 / 00001;28.976.600,00
jan/20;SENAR;37.138.245/0001-90;96.737.394,00
jan/20;SEST;73.471.989/0001-95;76.278.017,00
jan/20;SENAT;73.471.963/0001-47;50.687.228,00
jan/20;SESCOOP;03.087.543/0001-86;61.776.640,00
jan/20;SDR;420013 / 00001;7.699.417,00
jan/20;APEX-BR;05.507.500/0001-38;71.611.572,00
jan/20;ABDI;07.200.966/0001-11;11.692.049,00
fev/20;FNDE;153173 / 15253;1.745.524.551,00
fev/20;INCRA;373001 / 37201;145.635.992,00
fev/20;SENAI;33.564.543/0001-90;121.010.007,00
fev/20;SESI;33.641.358/0001-52;176.265.309,00
fev/20;SENAC;33.469.172/0001-68;250.715.187,00
fev/20;SESC;33.469.164/0001-11;447.209.675,00
fev/20;SEBRAE;00.330.854/0001-45;232.467.772,00
fev/20;EMBRATUR;35.842.428/0001-66;52.274.883,00
fev/20;DPC;852001 / 00001;13.191.621,00
fev/20;ANAC;122002 / 00001;19.687.965,00
fev/20;SENAR;37.138.245/0001-90;73.532.596,00
fev/20;SEST;73.471.989/0001-95;44.262.378,00
fev/20;SENAT;73.471.963/0001-47;29.408.658,00
fev/20;SESCOOP;03.087.543/0001-86;34.312.782,00
fev/20;SDR;420013 / 00001;4.640.735,00
fev/20;APEX-BR;05.507.500/0001-38;41.500.854,00
fev/20;ABDI;07.200.966/0001-11;6.776.154,00
mar/20;FNDE;153173 / 15253;1.703.528.433,00
mar/20;INCRA;373001 / 37201;138.814.641,00
mar/20;SENAI;33.564.543/0001-90;114.761.918,00
mar/20;SESI;33.641.358/0001-52;165.285.969,00
mar/20;SENAC;33.469.172/0001-68;244.712.777,00
mar/20;SESC;33.469.164/0001-11;437.897.648,00
mar/20;SEBRAE;00.330.854/0001-45;225.600.700,00
mar/20;EMBRATUR;35.842.428/0001-66;50.715.821,00
mar/20;DPC;852001 / 00001;12.459.389,00
mar/20;ANAC;122002 / 00001;18.245.350,00
mar/20;SENAR;37.138.245/0001-90;82.721.451,00
mar/20;SEST;73.471.989/0001-95;43.765.180,00
mar/20;SENAT;73.471.963/0001-47;29.219.017,00
mar/20;SESCOOP;03.087.543/0001-86;30.165.843,00
mar/20;SDR;420013 / 00001;4.697.052,00
mar/20;APEX-BR;05.507.500/0001-38;40.263.118,00
mar/20;ABDI;07.200.966/0001-11;6.574.043,00
abr/20;FNDE;153173 / 15253;1.680.177.717,00
abr/20;INCRA;373001 / 37201;136.132.168,00
abr/20;SENAI;33.564.543/0001-90;109.372.848,00
abr/20;SESI;33.641.358/0001-52;157.892.286,00
abr/20;SENAC;33.469.172/0001-68;235.130.011,00
abr/20;SESC;33.469.164/0001-11;417.369.110,00
abr/20;SEBRAE;00.330.854/0001-45;220.324.924,00
abr/20;EMBRATUR;35.842.428/0001-66;49.549.991,00
abr/20;DPC;852001 / 00001;11.631.440,00
abr/20;ANAC;122002 / 00001;16.443.003,00
abr/20;SENAR;37.138.245/0001-90;121.730.266,00
abr/20;SEST;73.471.989/0001-95;38.650.131,00
abr/20;SENAT;73.471.963/0001-47;25.615.094,00
abr/20;SESCOOP;03.087.543/0001-86;36.275.829,00
abr/20;SDR;420013 / 00001;4.233.903,00
abr/20;APEX-BR;05.507.500/0001-38;39.337.569,00
abr/20;ABDI;07.200.966/0001-11;6.422.925,00
mai/20;FNDE;153173 / 15253;1.554.978.857,00
mai/20;INCRA;373001 / 37201;125.075.201,00
mai/20;SENAI;33.564.543/0001-90;103.027.330,00
mai/20;SESI;33.641.358/0001-52;148.787.940,00
mai/20;SENAC;33.469.172/0001-68;220.551.100,00
mai/20;SESC;33.469.164/0001-11;393.541.561,00
mai/20;SEBRAE;00.330.854/0001-45;204.245.924,00
mai/20;EMBRATUR;35.842.428/0001-66;45.933.122,00
mai/20;DPC;852001 / 00001;10.458.995,00
mai/20;ANAC;122002 / 00001;12.403.347,00
mai/20;SENAR;37.138.245/0001-90;138.083.586,00
mai/20;SEST;73.471.989/0001-95;31.398.276,00
mai/20;SENAT;73.471.963/0001-47;20.690.735,00
mai/20;SESCOOP;03.087.543/0001-86;36.334.600,00
mai/20;SDR;420013 / 00001;4.085.446,00
mai/20;APEX-BR;05.507.500/0001-38;36.466.148,00
mai/20;ABDI;07.200.966/0001-11;5.954.097,00
jun/20;FNDE;153173 / 15253;1.645.756.842,00
jun/20;INCRA;373001 / 37201;133.489.518,00
jun/20;SENAI;33.564.543/0001-90;60.659.537,00
jun/20;SESI;33.641.358/0001-52;87.753.844,00
jun/20;SENAC;33.469.172/0001-68;113.233.309,00
jun/20;SESC;33.469.164/0001-11;201.113.889,00
jun/20;SEBRAE;00.330.854/0001-45;216.154.310,00
jun/20;EMBRATUR;35.842.428/0001-66;48.627.667,00
jun/20;DPC;852001 / 00001;11.982.243,00
jun/20;ANAC;122002 / 00001;10.163.877,00
jun/20;SENAR;37.138.245/0001-90;85.032.061,00
jun/20;SEST;73.471.989/0001-95;19.816.795,00
jun/20;SENAT;73.471.963/0001-47;12.978.202,00
jun/20;SESCOOP;03.087.543/0001-86;14.060.695,00
jun/20;SDR;420013 / 00001;4.597.638,00
jun/20;APEX-BR;05.507.500/0001-38;38.764.286,00
jun/20;ABDI;07.200.966/0001-11;6.329.292,00
jul/20;FNDE;153173 / 15253;1.519.440.767,00
jul/20;INCRA;373001 / 37201;126.059.067,00
jul/20;SENAI;33.564.543/0001-90;52.013.676,00
jul/20;SESI;33.641.358/0001-52;75.455.895,00
jul/20;SENAC;33.469.172/0001-68;104.258.266,00
jul/20;SESC;33.469.164/0001-11;185.904.175,00
jul/20;SEBRAE;00.330.854/0001-45;244.243.784,00
jul/20;EMBRATUR;35.842.428/0001-66;0
jul/20;DPC;852001 / 00001;10.424.135,00
jul/20;ANAC;122002 / 00001;1.252.387,00
jul/20;SENAR;37.138.245/0001-90;52.255.067,00
jul/20;SEST;73.471.989/0001-95;19.995.060,00
jul/20;SENAT;73.471.963/0001-47;12.856.452,00
jul/20;SESCOOP;03.087.543/0001-86;16.213.676,00
jul/20;SDR;420013 / 00001;4.328.392,00
jul/20;APEX-BR;05.507.500/0001-38;35.751.408,00
jul/20;ABDI;07.200.966/0001-11;5.837.272,00
ago/20;FNDE;153173 / 15253;1.590.847.777,00
ago/20;INCRA;373001 / 37201;131.771.488,00
ago/20;SENAI;33.564.543/0001-90;55.999.387,00
ago/20;SESI;33.641.358/0001-52;80.825.812,00
ago/20;SENAC;33.469.172/0001-68;108.369.622,00
ago/20;SESC;33.469.164/0001-11;194.027.657,00
ago/20;SEBRAE;00.330.854/0001-45;252.108.674,00
ago/20;EMBRATUR;35.842.428/0001-66;0
ago/20;DPC;852001 / 00001;12.152.194,00
ago/20;ANAC;122002 / 00001;10.249.103,00
ago/20;SENAR;37.138.245/0001-90;60.278.875,00
ago/20;SEST;73.471.989/0001-95;19.679.835,00
ago/20;SENAT;73.471.963/0001-47;12.973.170,00
ago/20;SESCOOP;03.087.543/0001-86;17.974.497,00
ago/20;SDR;420013 / 00001;4.677.131,00
ago/20;APEX-BR;05.507.500/0001-38;36.910.191,00
ago/20;ABDI;07.200.966/0001-11;6.026.492,00
set/20;FNDE;153173 / 15253;1.603.805.415,00
set/20;INCRA;373001 / 37201;131.818.167,00
set/20;SENAI;33.564.543/0001-90;111.092.861,00
set/20;SESI;33.641.358/0001-52;159.637.304,00
set/20;SENAC;33.469.172/0001-68;222.295.183,00
set/20;SESC;33.469.164/0001-11;393.620.608,00
set/20;SEBRAE;00.330.854/0001-45;257.257.899,00
set/20;EMBRATUR;35.842.428/0001-66;0
set/20;DPC;852001 / 00001;11.903.247,00
set/20;ANAC;122002 / 00001;12.479.761,00
set/20;SENAR;37.138.245/0001-90;128.218.900,00
set/20;SEST;73.471.989/0001-95;39.167.217,00
set/20;SENAT;73.471.963/0001-47;25.811.712,00
set/20;SESCOOP;03.087.543/0001-86;30.560.307,00
set/20;SDR;420013 / 00001;4.311.631,00
set/20;APEX-BR;05.507.500/0001-38;37.489.985,00
set/20;ABDI;07.200.966/0001-11;6.121.147,00
out/20;FNDE;153173 / 15253;1.659.526.735,00
out/20;INCRA;373001 / 37201;134.496.068,00
out/20;SENAI;33.564.543/0001-90;115.642.117,00
out/20;SESI;33.641.358/0001-52;166.893.312,00
out/20;SENAC;33.469.172/0001-68;231.082.508,00
out/20;SESC;33.469.164/0001-11;403.575.599,00
out/20;SEBRAE;00.330.854/0001-45;265.404.268,00
out/20;EMBRATUR;35.842.428/0001-66;0
out/20;DPC;852001 / 00001;11.088.126,00
out/20;ANAC;122002 / 00001;12.988.276,00
out/20;SENAR;37.138.245/0001-90;124.341.475,00
out/20;SEST;73.471.989/0001-95;42.239.892,00
out/20;SENAT;73.471.963/0001-47;27.536.472,00
out/20;SESCOOP;03.087.543/0001-86;37.035.576,00
out/20;SDR;420013 / 00001;4.478.781,00
out/20;APEX-BR;05.507.500/0001-38;38.686.737,00
out/20;ABDI;07.200.966/0001-11;6.316.560,00
nov/20;FNDE;153173 / 15253;1.721.925.081,00
nov/20;INCRA;373001 / 37201;141.669.478,00
nov/20;SENAI;33.564.543/0001-90;123.863.055,00
nov/20;SESI;33.641.358/0001-52;179.241.528,00
nov/20;SENAC;33.469.172/0001-68;238.896.192,00
nov/20;SESC;33.469.164/0001-11;419.968.008,00
nov/20;SEBRAE;00.330.854/0001-45;278.743.269,00
nov/20;EMBRATUR;35.842.428/0001-66;0
nov/20;DPC;852001 / 00001;12.614.690,00
nov/20;ANAC;122002 / 00001;13.174.363,00
nov/20;SENAR;37.138.245/0001-90;139.327.093,00
nov/20;SEST;73.471.989/0001-95;42.765.783,00
nov/20;SENAT;73.471.963/0001-47;27.697.647,00
nov/20;SESCOOP;03.087.543/0001-86;33.597.991,00
nov/20;SDR;420013 / 00001;4.671.316,00
nov/20;APEX-BR;05.507.500/0001-38;40.628.165,00
nov/20;ABDI;07.200.966/0001-11;6.633.525,00
dez/20;FNDE;153173 / 15253;1.749.265.154,00
dez/20;INCRA;373001 / 37201;143.790.589,00
dez/20;SENAI;33.564.543/0001-90;123.317.365,00
dez/20;SESI;33.641.358/0001-52;178.742.123,00
dez/20;SENAC;33.469.172/0001-68;243.539.838,00
dez/20;SESC;33.469.164/0001-11;429.453.962,00
dez/20;SEBRAE;00.330.854/0001-45;281.095.416,00
dez/20;EMBRATUR;35.842.428/0001-66;0
dez/20;DPC;852001 / 00001;12.792.337,00
dez/20;ANAC;122002 / 00001;12.047.587,00
dez/20;SENAR;37.138.245/0001-90;133.365.921,00
dez/20;SEST;73.471.989/0001-95;42.807.560,00
dez/20;SENAT;73.471.963/0001-47;28.379.193,00
dez/20;SESCOOP;03.087.543/0001-86;35.451.306,00
dez/20;SDR;420013 / 00001;4.638.871,00
dez/20;APEX-BR;05.507.500/0001-38;40.972.291,00
dez/20;ABDI;07.200.966/0001-11;6.689.715,00
jan/21;FNDE;153173 / 15253;3.074.883.303,00
jan/21;INCRA;373001 / 37201;253.529.826,00
jan/21;SENAI;33.564.543/0001-90;207.845.421,00
jan/21;SESI;33.641.358/0001-52;300.380.090,00
jan/21;SENAC;33.469.172/0001-68;426.516.302,00
jan/21;SESC;33.469.164/0001-11;749.145.877,00
jan/21;SEBRAE;00.330.854/0001-45;493.946.068,00
jan/21;EMBRATUR;35.842.428/0001-66;0
jan/21;DPC;852001 / 00001;21.364.259,00
jan/21;ANAC;122002 / 00001;53.775.634,00
jan/21;SENAR;37.138.245/0001-90;118.099.698,00
jan/21;SEST;73.471.989/0001-95;67.603.165,00
jan/21;SENAT;73.471.963/0001-47;44.775.118,00
jan/21;SESCOOP;03.087.543/0001-86;63.910.335,00
jan/21;SDR;420013 / 00001;7.139.976,00
jan/21;APEX-BR;05.507.500/0001-38;72.005.710,00
jan/21;ABDI;07.200.966/0001-11;11.756.430,00
fev/21;FNDE;153173 / 15253;1.739.188.903,00
fev/21;INCRA;373001 / 37201;139.214.875,00
fev/21;SENAI;33.564.543/0001-90;124.464.814,00
fev/21;SESI;33.641.358/0001-52;179.286.777,00
fev/21;SENAC;33.469.172/0001-68;248.186.165,00
fev/21;SESC;33.469.164/0001-11;435.004.045,00
fev/21;SEBRAE;00.330.854/0001-45;285.970.893,00
fev/21;EMBRATUR;35.842.428/0001-66;0
fev/21;DPC;852001 / 00001;12.086.509,00
fev/21;ANAC;122002 / 00001;18.457.117,00
fev/21;SENAR;37.138.245/0001-90;100.627.379,00
fev/21;SEST;73.471.989/0001-95;41.746.790,00
fev/21;SENAT;73.471.963/0001-47;27.526.630,00
fev/21;SESCOOP;03.087.543/0001-86;34.400.068,00
fev/21;SDR;420013 / 00001;4.613.194,00
fev/21;APEX-BR;05.507.500/0001-38;41.696.014,00
fev/21;ABDI;07.200.966/0001-11;6.807.875,00
mar/21;FNDE;153173 / 15253;1.813.827.563,00
mar/21;INCRA;373001 / 37201;149.526.328,00
mar/21;SENAI;33.564.543/0001-90;126.586.983,00
mar/21;SESI;33.641.358/0001-52;183.412.515,00
mar/21;SENAC;33.469.172/0001-68;251.051.804,00
mar/21;SESC;33.469.164/0001-11;443.788.794,00
mar/21;SEBRAE;00.330.854/0001-45;293.937.886,00
mar/21;EMBRATUR;35.842.428/0001-66;0
mar/21;DPC;852001 / 00001;12.396.293,00
mar/21;ANAC;122002 / 00001;13.604.110,00
mar/21;SENAR;37.138.245/0001-90;109.785.297,00
mar/21;SEST;73.471.989/0001-95;42.832.269,00
mar/21;SENAT;73.471.963/0001-47;28.308.878,00
mar/21;SESCOOP;03.087.543/0001-86;37.336.118,00
mar/21;SDR;420013 / 00001;4.886.935,00
mar/21;APEX-BR;05.507.500/0001-38;42.846.092,00
mar/21;ABDI;07.200.966/0001-11;6.995.650,00
abr/21;FNDE;153173 / 15253;1.752.203.853,00
abr/21;INCRA;373001 / 37201;139.722.058,00
abr/21;SENAI;33.564.543/0001-90;120.571.129,00
abr/21;SESI;33.641.358/0001-52;175.457.645,00
abr/21;SENAC;33.469.172/0001-68;244.397.492,00
abr/21;SESC;33.469.164/0001-11;431.158.238,00
abr/21;SEBRAE;00.330.854/0001-45;277.571.111,00
abr/21;EMBRATUR;35.842.428/0001-66;0
abr/21;DPC;852001 / 00001;11.188.573,00
abr/21;ANAC;122002 / 00001;21.992.805,00
abr/21;SENAR;37.138.245/0001-90;134.642.044,00
abr/21;SEST;73.471.989/0001-95;41.036.738,00
abr/21;SENAT;73.471.963/0001-47;27.079.232,00
abr/21;SESCOOP;03.087.543/0001-86;34.004.095,00
abr/21;SDR;420013 / 00001;4.809.987,00
abr/21;APEX-BR;05.507.500/0001-38;40.459.955,00
abr/21;ABDI;07.200.966/0001-11;6.606.069,00
mai/21;FNDE;153173 / 15253;1.818.947.539,00
mai/21;INCRA;373001 / 37201;148.835.177,00
mai/21;SENAI;33.564.543/0001-90;126.880.219,00
mai/21;SESI;33.641.358/0001-52;184.168.047,00
mai/21;SENAC;33.469.172/0001-68;245.946.030,00
mai/21;SESC;33.469.164/0001-11;432.247.720,00
mai/21;SEBRAE;00.330.854/0001-45;296.119.970,00
mai/21;EMBRATUR;35.842.428/0001-66;0
mai/21;DPC;852001 / 00001;12.618.018,00
mai/21;ANAC;122002 / 00001;14.790.325,00
mai/21;SENAR;37.138.245/0001-90;222.586.366,00
mai/21;SEST;73.471.989/0001-95;42.506.147,00
mai/21;SENAT;73.471.963/0001-47;28.136.178,00
mai/21;SESCOOP;03.087.543/0001-86;36.801.653,00
mai/21;SDR;420013 / 00001;4.516.546,00
mai/21;APEX-BR;05.507.500/0001-38;43.163.869,00
mai/21;ABDI;07.200.966/0001-11;7.047.519,00
jun/21;FNDE;153173 / 15253;1.770.746.958,00
jun/21;INCRA;373001 / 37201;145.059.667,00
jun/21;SENAI;33.564.543/0001-90;127.848.203,00
jun/21;SESI;33.641.358/0001-52;185.564.204,00
jun/21;SENAC;33.469.172/0001-68;256.429.815,00
jun/21;SESC;33.469.164/0001-11;450.737.622,00
jun/21;SEBRAE;00.330.854/0001-45;290.260.552,00
jun/21;EMBRATUR;35.842.428/0001-66;0
jun/21;DPC;852001 / 00001;12.246.091,00
jun/21;ANAC;122002 / 00001;14.662.633,00
jun/21;SENAR;37.138.245/0001-90;205.329.952,00
jun/21;SEST;73.471.989/0001-95;43.503.799,00
jun/21;SENAT;73.471.963/0001-47;28.726.154,00
jun/21;SESCOOP;03.087.543/0001-86;36.416.737,00
jun/21;SDR;420013 / 00001;4.708.535,00
jun/21;APEX-BR;05.507.500/0001-38;42.308.091,00
jun/21;ABDI;07.200.966/0001-11;6.907.809,00
jul/21;FNDE;153173 / 15253;1.804.617.066,00
jul/21;INCRA;373001 / 37201;146.620.762,00
jul/21;SENAI;33.564.543/0001-90;129.649.737,00
jul/21;SESI;33.641.358/0001-52;189.063.440,00
jul/21;SENAC;33.469.172/0001-68;255.796.564,00
jul/21;SESC;33.469.164/0001-11;448.687.830,00
jul/21;SEBRAE;00.330.854/0001-45;297.517.229,00
jul/21;EMBRATUR;35.842.428/0001-66;0
jul/21;DPC;852001 / 00001;12.558.204,00
jul/21;ANAC;122002 / 00001;15.125.941,00
jul/21;SENAR;37.138.245/0001-90;190.127.689,00
jul/21;SEST;73.471.989/0001-95;43.403.528,00
jul/21;SENAT;73.471.963/0001-47;28.407.389,00
jul/21;SESCOOP;03.087.543/0001-86;35.229.804,00
jul/21;SDR;420013 / 00001;4.687.010,00
jul/21;APEX-BR;05.507.500/0001-38;43.368.051,00
jul/21;ABDI;07.200.966/0001-11;7.080.872,00
ago/21;FNDE;153173 / 15253;1.826.968.713,00
ago/21;INCRA;373001 / 37201;148.385.956,00
ago/21;SENAI;33.564.543/0001-90;131.867.620,00
ago/21;SESI;33.641.358/0001-52;191.660.560,00
ago/21;SENAC;33.469.172/0001-68;257.398.563,00
ago/21;SESC;33.469.164/0001-11;451.890.748,00
ago/21;SEBRAE;00.330.854/0001-45;296.481.905,00
ago/21;EMBRATUR;35.842.428/0001-66;0
ago/21;DPC;852001 / 00001;12.619.870,00
ago/21;ANAC;122002 / 00001;17.118.531,00
ago/21;SENAR;37.138.245/0001-90;169.716.870,00
ago/21;SEST;73.471.989/0001-95;46.180.636,00
ago/21;SENAT;73.471.963/0001-47;30.436.853,00
ago/21;SESCOOP;03.087.543/0001-86;39.382.932,00
ago/21;SDR;420013 / 00001;4.665.531,00
ago/21;APEX-BR;05.507.500/0001-38;43.214.850,00
ago/21;ABDI;07.200.966/0001-11;7.055.875,00
set/21;FNDE;153173 / 15253;1.873.467.387,00
set/21;INCRA;373001 / 37201;155.209.043,00
set/21;SENAI;33.564.543/0001-90;140.863.746,00
set/21;SESI;33.641.358/0001-52;204.635.887,00
set/21;SENAC;33.469.172/0001-68;261.713.664,00
set/21;SESC;33.469.164/0001-11;461.180.642,00
set/21;SEBRAE;00.330.854/0001-45;302.493.013,00
set/21;EMBRATUR;35.842.428/0001-66;0
set/21;DPC;852001 / 00001;13.215.721,00
set/21;ANAC;122002 / 00001;16.880.091,00
set/21;SENAR;37.138.245/0001-90;178.101.705,00
set/21;SEST;73.471.989/0001-95;46.941.369,00
set/21;SENAT;73.471.963/0001-47;31.032.947,00
set/21;SESCOOP;03.087.543/0001-86;40.570.025,00
set/21;SDR;420013 / 00001;4.898.809,00
set/21;APEX-BR;05.507.500/0001-38;44.093.005,00
set/21;ABDI;07.200.966/0001-11;7.199.264,00
out/21;FNDE;153173 / 15253;1.885.563.831,00
out/21;INCRA;373001 / 37201;152.458.346,00
out/21;SENAI;33.564.543/0001-90;139.807.233,00
out/21;SESI;33.641.358/0001-52;202.922.758,00
out/21;SENAC;33.469.172/0001-68;262.119.540,00
out/21;SESC;33.469.164/0001-11;459.682.607,00
out/21;SEBRAE;00.330.854/0001-45;306.050.855,00
out/21;EMBRATUR;35.842.428/0001-66;0
out/21;DPC;852001 / 00001;11.598.443,00
out/21;ANAC;122002 / 00001;16.733.677,00
out/21;SENAR;37.138.245/0001-90;178.689.435,00
out/21;SEST;73.471.989/0001-95;46.732.334,00
out/21;SENAT;73.471.963/0001-47;30.806.362,00
out/21;SESCOOP;03.087.543/0001-86;40.941.353,00
out/21;SDR;420013 / 00001;4.898.403,00
out/21;APEX-BR;05.507.500/0001-38;44.611.766,00
out/21;ABDI;07.200.966/0001-11;7.283.951,00
nov/21;FNDE;153173 / 15253;1.897.700.204,00
nov/21;INCRA;373001 / 37201;157.983.814,00
nov/21;SENAI;33.564.543/0001-90;145.215.469,00
nov/21;SESI;33.641.358/0001-52;211.556.213,00
nov/21;SENAC;33.469.172/0001-68;262.042.542,00
nov/21;SESC;33.469.164/0001-11;463.043.022,00
nov/21;SEBRAE;00.330.854/0001-45;306.771.402,00
nov/21;EMBRATUR;35.842.428/0001-66;0
nov/21;DPC;852001 / 00001;13.314.952,00
nov/21;ANAC;122002 / 00001;17.937.400,00
nov/21;SENAR;37.138.245/0001-90;158.860.088,00
nov/21;SEST;73.471.989/0001-95;47.608.852,00
nov/21;SENAT;73.471.963/0001-47;31.276.447,00
nov/21;SESCOOP;03.087.543/0001-86;39.222.559,00
nov/21;SDR;420013 / 00001;4.926.223,00
nov/21;APEX-BR;05.507.500/0001-38;44.712.096,00
nov/21;ABDI;07.200.966/0001-11;7.300.336,00
dez/21;FNDE;153173 / 15253;1.932.404.402,00
dez/21;INCRA;373001 / 37201;159.632.218,00
dez/21;SENAI;33.564.543/0001-90;141.788.958,00
dez/21;SESI;33.641.358/0001-52;204.285.769,00
dez/21;SENAC;33.469.172/0001-68;272.742.327,00
dez/21;SESC;33.469.164/0001-11;478.486.566,00
dez/21;SEBRAE;00.330.854/0001-45;313.143.993,00
dez/21;EMBRATUR;35.842.428/0001-66;0
dez/21;DPC;852001 / 00001;14.261.220,00
dez/21;ANAC;122002 / 00001;25.560.455,00
dez/21;SENAR;37.138.245/0001-90;153.286.028,00
dez/21;SEST;73.471.989/0001-95;48.064.767,00
dez/21;SENAT;73.471.963/0001-47;31.928.275,00
dez/21;SESCOOP;03.087.543/0001-86;36.834.615,00
dez/21;SDR;420013 / 00001;1.158.714,00
dez/21;APEX-BR;05.507.500/0001-38;45.643.573,00
dez/21;ABDI;07.200.966/0001-11;7.452.480,00
jan/22;FNDE;153173 / 15253;3.390.322.169,00
jan/22;INCRA;373001 / 37201;283.713.682,00
jan/22;SENAI;33.564.543/0001-90;236.503.577,00
jan/22;SESI;33.641.358/0001-52;342.623.795,00
jan/22;SENAC;33.469.172/0001-68;481.459.089,00
jan/22;SESC;33.469.164/0001-11;848.518.670,00
jan/22;SEBRAE;00.330.854/0001-45;548.388.266,00
jan/22;EMBRATUR;35.842.428/0001-66;0
jan/22;DPC;852001 / 00001;22.548.501,00
jan/22;ANAC;122002 / 00001;28.035.615,00
jan/22;SENAR;37.138.245/0001-90;169.643.845,00
jan/22;SEST;73.471.989/0001-95;77.161.541,00
jan/22;SENAT;73.471.963/0001-47;51.363.523,00
jan/22;SESCOOP;03.087.543/0001-86;73.861.318,00
jan/22;SDR;420013 / 00001;1.167.320,00
jan/22;APEX-BR;05.507.500/0001-38;79.945.677,00
jan/22;ABDI;07.200.966/0001-11;13.052.897,00
fev/22;FNDE;153173 / 15253;2.096.308.062,00
fev/22;INCRA;373001 / 37201;177.286.278,00
fev/22;SENAI;33.564.543/0001-90;152.718.864,00
fev/22;SESI;33.641.358/0001-52;222.158.874,00
fev/22;SENAC;33.469.172/0001-68;293.756.880,00
fev/22;SESC;33.469.164/0001-11;514.732.927,00
fev/22;SEBRAE;00.330.854/0001-45;344.151.572,00
fev/22;EMBRATUR;35.842.428/0001-66;0
fev/22;DPC;852001 / 00001;13.671.543,00
fev/22;ANAC;122002 / 00001;24.009.472,00
fev/22;SENAR;37.138.245/0001-90;147.918.370,00
fev/22;SEST;73.471.989/0001-95;51.423.632,00
fev/22;SENAT;73.471.963/0001-47;33.880.844,00
fev/22;SESCOOP;03.087.543/0001-86;44.392.378,00
fev/22;SDR;420013 / 00001;575.733,00
fev/22;APEX-BR;05.507.500/0001-38;50.165.429,00
fev/22;ABDI;07.200.966/0001-11;8.190.820,00
mar/22;FNDE;153173 / 15253;2.048.648.304,00
mar/22;INCRA;373001 / 37201;172.102.220,00
mar/22;SENAI;33.564.543/0001-90;144.696.477,00
mar/22;SESI;33.641.358/0001-52;210.695.304,00
mar/22;SENAC;33.469.172/0001-68;294.095.614,00
mar/22;SESC;33.469.164/0001-11;514.778.230,00
mar/22;SEBRAE;00.330.854/0001-45;332.215.904,00
mar/22;EMBRATUR;35.842.428/0001-66;0
mar/22;DPC;852001 / 00001;13.885.578,00
mar/22;ANAC;122002 / 00001;19.974.688,00
mar/22;SENAR;37.138.245/0001-90;154.872.289,00
mar/22;SEST;73.471.989/0001-95;47.433.924,00
mar/22;SENAT;73.471.963/0001-47;31.833.459,00
mar/22;SESCOOP;03.087.543/0001-86;43.639.463,00
mar/22;SDR;420013 / 00001;532.114,00
mar/22;APEX-BR;05.507.500/0001-38;48.423.140,00
mar/22;ABDI;07.200.966/0001-11;7.906.352,00
abr/22;FNDE;153173 / 15253;2.062.770.813,00
abr/22;INCRA;373001 / 37201;175.031.587,00
abr/22;SENAI;33.564.543/0001-90;147.453.762,00
abr/22;SESI;33.641.358/0001-52;215.730.797,00
abr/22;SENAC;33.469.172/0001-68;294.130.282,00
abr/22;SESC;33.469.164/0001-11;512.451.223,00
abr/22;SEBRAE;00.330.854/0001-45;330.599.147,00
abr/22;EMBRATUR;35.842.428/0001-66;0
abr/22;DPC;852001 / 00001;13.724.021,00
abr/22;ANAC;122002 / 00001;19.695.375,00
abr/22;SENAR;37.138.245/0001-90;231.268.828,00
abr/22;SEST;73.471.989/0001-95;48.313.831,00
